876544	1990	670720	1
876544	1990	895754	1
876544	1990	884502	2
876544	1991	874594	2
876544	1991	779043	3
876544	1991	895754	3
876544	1991	816144	1
876544	1991	220212	2
876544	1991	884502	5
876544	1992	1668608	2
876544	1992	874594	2
876544	1992	895754	2
876544	1992	816144	1
876544	1992	220212	1
876544	1992	884502	4
876544	1992	879128	2
876544	1993	874594	1
876544	1993	220212	1
876544	1993	884502	1
876544	1994	874594	1
876544	1994	157542	1
876544	1994	1427530	2
876544	1994	1512236	2
876544	1994	220212	1
876544	1994	884502	3
876544	1995	805472	2
876544	1995	874594	1
876544	1995	779043	1
876544	1995	895754	1
876544	1995	884502	1
876544	1995	1217034	1
876544	1996	874594	1
876544	1996	1121576	1
876544	1996	1512236	1
876544	1996	220212	1
876544	1996	884502	1
876544	1996	706975	2
876544	1997	1668608	1
876544	1997	1121576	1
876544	1997	895754	1
876544	1997	1108142	1
876544	1997	879128	1
876544	1997	706975	2
876544	1998	1356384	1
876544	1998	1427530	1
876544	1998	1468916	1
876544	1998	830234	1
876544	1998	1625882	1
876544	1998	706975	1
876544	1999	814495	1
876544	1999	699233	3
876544	1999	616420	1
876544	1999	358182	1
876544	1999	1427530	3
876544	1999	1102894	2
876544	1999	1518130	1
876544	1999	1468916	1
876544	1999	1483765	1
876544	1999	1282774	1
876544	1999	1354264	2
876544	1999	680057	1
876544	1999	1625882	3
876544	1999	679579	1
876544	1999	706975	1
876544	2000	1356384	1
876544	2000	699233	1
876544	2000	358182	1
876544	2000	553417	1
876544	2000	1102894	2
876544	2000	555409	1
876544	2000	814495	2
876544	2000	748246	1
876544	2000	1625882	2
876544	2000	679579	1
876544	2000	706975	1
876544	2001	1356384	1
876544	2001	191201	1
876544	2001	1304967	1
876544	2001	1625882	1
876544	2001	699233	1
876544	2001	814160	1
876544	2001	1299516	1
876544	2001	1427530	1
876544	2001	315435	1
876544	2001	1428396	1
876544	2001	1102894	1
876544	2001	1368240	1
876544	2001	1353329	1
876544	2001	84728	1
876544	2001	1357530	1
876544	2001	1089866	1
876544	2001	305565	1
876544	2001	706975	1
876544	2002	1356384	1
876544	2002	1572992	1
876544	2002	1666363	1
876544	2002	616420	1
876544	2002	238118	1
876544	2002	1602344	1
876544	2002	553417	1
876544	2002	1427530	1
876544	2002	425745	1
876544	2002	121716	1
876544	2002	1354264	1
876544	2002	1625882	2
876544	2002	124635	1
876544	2002	706975	1
876544	2003	1356384	2
876544	2003	1193746	1
876544	2003	1625882	1
876544	2003	1187606	1
876544	2004	1668608	1
876544	2004	699233	1
876544	2004	518050	1
876544	2004	1688433	1
876544	2004	1331821	1
876544	2004	1353329	1
876544	2004	1116082	1
876544	2004	1591928	1
876544	2004	1407641	1
876544	2004	1357530	1
876544	2004	848091	1
876544	2004	1299516	1
876544	2004	143005	1
876544	2004	1052415	1
876544	2005	1572992	2
876544	2005	1009192	1
876544	2005	1108042	1
876544	2005	931660	2
876544	2005	429134	3
876544	2005	1574703	1
876544	2005	1518130	1
876544	2005	1625882	2
876544	2005	1350683	1
876544	2005	1572799	1
876544	2006	1656897	1
876544	2006	616420	1
876544	2006	79493	1
876544	2006	894182	1
876544	2006	1111690	1
876544	2006	429134	1
876544	2006	942704	1
876544	2006	1353329	1
876544	2006	96116	1
876544	2006	1437558	1
876544	2006	98103	1
876544	2006	769752	1
876544	2006	712345	1
876544	2006	1357530	1
876544	2006	848091	1
876544	2006	1625882	1
876544	2007	1572992	1
876544	2007	1668608	2
876544	2007	518050	1
876544	2007	1343995	1
876544	2007	719397	1
876544	2007	821861	1
876544	2007	747945	1
876544	2007	1388012	1
876544	2007	1344589	1
876544	2007	429134	1
876544	2007	1552943	1
876544	2007	79493	1
876544	2007	1353329	1
876544	2007	1437558	1
876544	2007	769752	1
876544	2007	1407641	1
876544	2007	748219	1
876544	2007	766476	1
876544	2007	1427232	1
876544	2008	1625882	2
876544	2008	368157	1
876544	2008	1574703	1
876544	2009	1668608	2
876544	2009	1588608	1
876544	2009	214499	1
876544	2009	289382	1
876544	2009	1341226	1
876544	2009	168159	1
876544	2009	1344589	2
876544	2009	429134	1
876544	2009	1117805	1
876544	2009	1049040	1
876544	2009	1437558	1
876544	2009	769752	1
876544	2009	882137	1
876544	2009	1108943	1
876544	2009	351740	1
876544	2009	1079039	1
876544	2010	1412568	4
876544	2010	429134	4
876544	2010	913342	1
876544	2010	94438	1
876544	2011	1668608	1
876544	2011	1344589	1
876544	2012	1412568	1
876544	2012	429134	2
876544	2012	94438	1
876544	2013	429134	1
876544	2013	94438	1
1034241	2006	1407865	1
1034241	2006	405756	1
1034241	2006	162711	1
1034241	2007	1071777	1
1034241	2007	1096451	1
1034241	2007	737798	1
1034241	2007	380231	1
1034241	2007	307786	1
1034241	2007	890763	1
1034241	2007	1035694	1
1034241	2007	1214835	1
1034241	2007	1032534	1
1034241	2007	162711	1
1034241	2007	1407865	1
1034241	2007	405756	2
1034241	2007	236353	1
1034241	2007	1034718	1
1034241	2008	1407865	1
1034241	2008	405756	1
1034241	2009	1407865	1
1034241	2009	216219	1
1034241	2010	1407865	2
1034241	2010	216219	1
1034241	2011	1132741	1
1034241	2011	827595	1
1034241	2011	774830	1
1034241	2011	981591	1
1034241	2011	1407865	1
1034241	2011	828252	1
1134596	1989	1472601	2
1134596	1992	223008	1
1134596	1992	1691181	1
1134596	1993	208716	2
1134596	1993	64166	2
1134596	1993	1393791	2
1134596	1994	1538249	2
1134596	1994	1393791	2
1134596	1995	275256	1
1134596	1995	148414	1
1134596	1995	1393791	1
1134596	1996	275256	2
1134596	1996	1231897	1
1134596	1996	1320170	1
1134596	1996	393722	1
1134596	1996	951782	1
1134596	1997	1320170	1
1134596	1998	1538249	1
1134596	1998	1320170	1
1134596	1998	621658	1
1134596	1998	113290	1
1134596	1998	1393791	2
1134596	1999	275256	1
1134596	1999	1538249	1
1134596	1999	1320170	2
1134596	1999	1393791	1
1134596	2000	1430288	1
1134596	2000	621658	1
1134596	2000	1320170	1
1134596	2000	1393791	1
1134596	2001	759967	1
1134596	2001	307879	1
1134596	2001	1206121	3
1134596	2001	1320170	1
1134596	2001	704135	1
1134596	2001	518540	1
1134596	2001	1430288	2
1134596	2001	176727	1
1134596	2001	621658	1
1134596	2001	1162299	1
1134596	2001	576220	2
1134596	2001	1393791	4
1134596	2002	759967	1
1134596	2002	1206121	1
1134596	2002	581866	1
1134596	2002	518540	1
1134596	2002	1162299	1
1134596	2002	576220	1
1134596	2002	1393791	1
1134596	2003	1430288	1
1134596	2003	581866	1
1134596	2003	1393791	1
1134596	2006	314689	1
1134596	2006	1190664	1
1134596	2006	208716	1
1134596	2006	825071	1
1134596	2006	1096853	1
1134596	2006	1222646	1
1134596	2006	206745	1
1134596	2006	953084	1
1134596	2006	1393791	1
1134596	2007	779047	1
1134596	2007	581866	1
1134596	2007	1479371	1
1134596	2007	150156	1
1134596	2007	825071	1
1134596	2007	621658	1
1134596	2007	590333	1
1134596	2008	26838	1
1134596	2008	253092	1
1134596	2008	1271525	1
1134596	2008	38662	1
1134596	2008	193958	1
1134596	2008	208716	1
1134596	2008	468846	1
1134596	2008	64166	1
1134596	2008	163537	1
1134596	2008	1451062	1
1134596	2008	147831	1
1134596	2008	621658	1
1134596	2008	825071	1
1134596	2008	933788	1
1134596	2008	1393791	1
1134596	2009	26838	4
1134596	2009	244289	1
1134596	2009	193958	3
1134596	2009	64166	1
1134596	2009	276968	1
1134596	2009	222633	1
1134596	2009	208716	1
1134596	2009	382092	1
1134596	2009	1632377	2
1134596	2009	825071	1
1134596	2009	38662	1
1134596	2009	325044	1
1134596	2009	368854	1
1134596	2009	147831	3
1134596	2009	638772	1
1134596	2009	621658	5
1134596	2009	1393791	1
1134596	2010	450087	1
1134596	2010	276968	1
1134596	2010	460172	1
1134596	2010	325044	1
1134596	2010	1622199	1
1134596	2010	1632377	1
1134596	2010	621658	1
1134596	2011	704449	1
1134596	2011	1479371	1
1134596	2011	1288747	1
1134596	2011	460172	2
1134596	2011	806386	1
1134596	2011	1124789	1
1134596	2011	1622199	2
1134596	2011	1138840	1
1134596	2011	621658	2
1134596	2011	762397	1
1134596	2011	470430	1
1683461	1987	502702	1
1683461	1987	1682935	1
1683461	1988	502702	1
1683461	1991	830017	2
1683461	1991	268059	1
1683461	1992	482607	1
1683461	1993	389928	1
1683461	1993	830017	2
1683461	1993	268059	1
1683461	1993	914748	1
1683461	1993	482607	1
1683461	1994	830017	1
1683461	1994	268059	1
1683461	1994	380097	1
1683461	1994	1679017	1
1683461	1994	458257	1
1683461	1994	131189	1
1683461	1994	1352187	1
1683461	1995	392952	1
1683461	1995	1262783	1
1683461	1996	32576	1
1683461	1996	1166864	1
1683461	1996	274023	1
1683461	1996	1316264	1
1683461	1996	482607	1
1683461	1996	1262256	1
1683461	1996	392952	1
1683461	1996	830017	1
1683461	1996	281016	1
1683461	1996	268059	1
1683461	1996	1262783	1
1683461	1997	1214689	1
1683461	1997	863074	1
1683461	1997	395206	1
1683461	1997	274023	1
1683461	1997	1316264	1
1683461	1997	1682860	1
1683461	1997	1496206	2
1683461	1997	876560	1
1683461	1997	1708849	1
1683461	1997	1166864	1
1683461	1997	1262783	2
1683461	1998	1214689	1
1683461	1998	863074	1
1683461	1998	395206	1
1683461	1998	1242407	1
1683461	1998	1496206	1
